# File: A44.india_state_subregional_pop_share.csv
# Title: Subregional pop share
# Units: Share
# Source: Census of India
# Column types: ccnn
# ----------
region,gcam.consumer,pop.year.fillout,subregional.population.share
PC,resid urban,2030,0.772758992
RJ,resid urban,2030,0.312422836
SK,resid urban,2030,0.258685537
TN,resid urban,2030,0.591320532
TR,resid urban,2030,0.413399405
TS,resid urban,2030,0.471954043
UK,resid urban,2030,0.418251167
UP,resid urban,2030,0.295600068
WB,resid urban,2030,0.434960054
AN,resid urban,2035,0.426174642
AP,resid urban,2035,0.457408683
AR,resid urban,2035,0.316540011
AS,resid urban,2035,0.230612897
BR,resid urban,2035,0.215501452
CG,resid urban,2035,0.316754315
CH,resid urban,2035,0.97530854
DD,resid urban,2035,0.840665685
DL,resid urban,2035,0.984359448
DN,resid urban,2035,0.661807407
GA,resid urban,2035,0.793350263
GJ,resid urban,2035,0.567482716
HP,resid urban,2035,0.217538592
HR,resid urban,2035,0.478048049
JH,resid urban,2035,0.392671125
JK,resid urban,2035,0.374449927
KA,resid urban,2035,0.522405721
KL,resid urban,2035,0.729650177
LA,resid urban,2035,0.411950437
LD,resid urban,2035,0.823302857
MH,resid urban,2035,0.613838186
ML,resid urban,2035,0.253965671
MN,resid urban,2035,0.481502418
MP,resid urban,2035,0.356251381
MZ,resid urban,2035,0.677612952
NL,resid urban,2035,0.423464705
OD,resid urban,2035,0.277485706
PB,resid urban,2035,0.506801329
PC,resid urban,2035,0.795818585
RJ,resid urban,2035,0.329317127
SK,resid urban,2035,0.264014153
TN,resid urban,2035,0.619240504
TR,resid urban,2035,0.455049553
TS,resid urban,2035,0.493965533
UK,resid urban,2035,0.448688375
UP,resid urban,2035,0.316700051
WB,resid urban,2035,0.46622004
AN,resid urban,2040,0.440783095
AP,resid urban,2040,0.491605789
AR,resid urban,2040,0.335360008
AS,resid urban,2040,0.250408598
BR,resid urban,2040,0.240334301
CG,resid urban,2040,0.334502877
CH,resid urban,2040,0.975871611
DD,resid urban,2040,0.858777123
DL,resid urban,2040,0.986239136
DN,resid urban,2040,0.702871605
GA,resid urban,2040,0.828900175
GJ,resid urban,2040,0.596988446
HP,resid urban,2040,0.245025728
HR,resid urban,2040,0.505365366
JH,resid urban,2040,0.425113942
JK,resid urban,2040,0.396299951
KA,resid urban,2040,0.550937095
KL,resid urban,2040,0.783099932
LA,resid urban,2040,0.426300292
LD,resid urban,2040,0.831868571
MH,resid urban,2040,0.647557809
ML,resid urban,2040,0.265977114
MN,resid urban,2040,0.519668064
MP,resid urban,2040,0.372834254
MZ,resid urban,2040,0.711408635
NL,resid urban,2040,0.451643411
OD,resid urban,2040,0.301657138
PB,resid urban,2040,0.534534219
PC,resid urban,2040,0.818878179
RJ,resid urban,2040,0.346211418
SK,resid urban,2040,0.269342769
TN,resid urban,2040,0.647160475
TR,resid urban,2040,0.496699702
TS,resid urban,2040,0.515977022
UK,resid urban,2040,0.479125583
UP,resid urban,2040,0.337800034
WB,resid urban,2040,0.497480027
AN,resid urban,2045,0.455391547
AP,resid urban,2045,0.525802894
AR,resid urban,2045,0.354180004
AS,resid urban,2045,0.270204299
BR,resid urban,2045,0.265167151
CG,resid urban,2045,0.352251438
CH,resid urban,2045,0.976434682
DD,resid urban,2045,0.876888562
DL,resid urban,2045,0.988118825
DN,resid urban,2045,0.743935802
GA,resid urban,2045,0.864450088
GJ,resid urban,2045,0.626494175
HP,resid urban,2045,0.272512864
HR,resid urban,2045,0.532682683
JH,resid urban,2045,0.457556758
JK,resid urban,2045,0.418149976
KA,resid urban,2045,0.579468469
KL,resid urban,2045,0.836549687
LA,resid urban,2045,0.440650146
LD,resid urban,2045,0.840434286
MH,resid urban,2045,0.681277431
ML,resid urban,2045,0.277988557
MN,resid urban,2045,0.55783371
MP,resid urban,2045,0.389417127
MZ,resid urban,2045,0.745204317
NL,resid urban,2045,0.479822118
OD,resid urban,2045,0.325828569
PB,resid urban,2045,0.56226711
PC,resid urban,2045,0.841937773
RJ,resid urban,2045,0.363105709
SK,resid urban,2045,0.274671384
TN,resid urban,2045,0.675080447
TR,resid urban,2045,0.538349851
TS,resid urban,2045,0.537988511
UK,resid urban,2045,0.509562792
UP,resid urban,2045,0.358900017
WB,resid urban,2045,0.528740013
AN,resid urban,2050,0.47
AP,resid urban,2050,0.56
AR,resid urban,2050,0.373
AS,resid urban,2050,0.29
BR,resid urban,2050,0.29
CG,resid urban,2050,0.37
CH,resid urban,2050,0.976997753
DD,resid urban,2050,0.895
DL,resid urban,2050,0.989998513
DN,resid urban,2050,0.785
GA,resid urban,2050,0.9
GJ,resid urban,2050,0.655999905
HP,resid urban,2050,0.3
HR,resid urban,2050,0.56
JH,resid urban,2050,0.489999575
JK,resid urban,2050,0.44
KA,resid urban,2050,0.607999843
KL,resid urban,2050,0.889999442
LA,resid urban,2050,0.455
LD,resid urban,2050,0.849
MH,resid urban,2050,0.714997054
ML,resid urban,2050,0.29
MN,resid urban,2050,0.595999355
MP,resid urban,2050,0.406
MZ,resid urban,2050,0.779
NL,resid urban,2050,0.508000824
OD,resid urban,2050,0.35
PB,resid urban,2050,0.59
PC,resid urban,2050,0.864997367
RJ,resid urban,2050,0.38
SK,resid urban,2050,0.28
TN,resid urban,2050,0.703000419
TR,resid urban,2050,0.58
TS,resid urban,2050,0.56
UK,resid urban,2050,0.54
UP,resid urban,2050,0.38
WB,resid urban,2050,0.56
AN,resid urban,2055,0.489794503
AP,resid urban,2055,0.58247469
AR,resid urban,2055,0.39526228
AS,resid urban,2055,0.310274214
BR,resid urban,2055,0.311346078
CG,resid urban,2055,0.392752155
CH,resid urban,2055,0.978092596
DD,resid urban,2055,0.901951903
DL,resid urban,2055,0.99029823
DN,resid urban,2055,0.79428939
GA,resid urban,2055,0.904974479
GJ,resid urban,2055,0.674395995
HP,resid urban,2055,0.32099209
HR,resid urban,2055,0.582544853
JH,resid urban,2055,0.515130566
JK,resid urban,2055,0.460845262
KA,resid urban,2055,0.6258478
KL,resid urban,2055,0.897970457
LA,resid urban,2055,0.476369016
LD,resid urban,2055,0.851564849
MH,resid urban,2055,0.726177254
ML,resid urban,2055,0.310814304
MN,resid urban,2055,0.616880171
MP,resid urban,2055,0.426791802
MZ,resid urban,2055,0.787835163
NL,resid urban,2055,0.532786615
OD,resid urban,2055,0.371071098
PB,resid urban,2055,0.609446917
PC,resid urban,2055,0.871568493
RJ,resid urban,2055,0.399258413
SK,resid urban,2055,0.30009657
TN,resid urban,2055,0.719700377
TR,resid urban,2055,0.601884449
TS,resid urban,2055,0.582474656
UK,resid urban,2055,0.562483778
UP,resid urban,2055,0.402769085
WB,resid urban,2055,0.582193312
AN,resid urban,2060,0.510422671
AP,resid urban,2060,0.605851366
AR,resid urban,2060,0.418853271
AS,resid urban,2060,0.33196582
BR,resid urban,2060,0.33426338
CG,resid urban,2060,0.416903392
CH,resid urban,2060,0.979188667
DD,resid urban,2060,0.908957805
DL,resid urban,2060,0.990598039
DN,resid urban,2060,0.803688707
GA,resid urban,2060,0.909976453
GJ,resid urban,2060,0.693307963
HP,resid urban,2060,0.343453073
HR,resid urban,2060,0.605997332
JH,resid urban,2060,0.54155047
JK,resid urban,2060,0.48267808
KA,resid urban,2060,0.644219687
KL,resid urban,2060,0.906012861
LA,resid urban,2060,0.498741626
LD,resid urban,2060,0.854137447
MH,resid urban,2060,0.737532275
ML,resid urban,2060,0.333122523
MN,resid urban,2060,0.638492545
MP,resid urban,2060,0.448648379
MZ,resid urban,2060,0.796770531
NL,resid urban,2060,0.558781725
OD,resid urban,2060,0.393410743
PB,resid urban,2060,0.629534822
PC,resid urban,2060,0.878189537
RJ,resid urban,2060,0.419492842
SK,resid urban,2060,0.321635539
TN,resid urban,2060,0.736400335
TR,resid urban,2060,0.624594639
TS,resid urban,2060,0.605851294
UK,resid urban,2060,0.585903705
UP,resid urban,2060,0.426902462
WB,resid urban,2060,0.605266166
AN,resid urban,2065,0.531919614
AP,resid urban,2065,0.630166226
AR,resid urban,2065,0.443852276
AS,resid urban,2065,0.355173909
BR,resid urban,2065,0.35886756
CG,resid urban,2065,0.442539744
CH,resid urban,2065,0.980285966
DD,resid urban,2065,0.916018125
DL,resid urban,2065,0.990897938
DN,resid urban,2065,0.813199253
GA,resid urban,2065,0.915006075
GJ,resid urban,2065,0.712750277
HP,resid urban,2065,0.367485732
HR,resid urban,2065,0.630393977
JH,resid urban,2065,0.569325392
JK,resid urban,2065,0.505545241
KA,resid urban,2065,0.663130886
KL,resid urban,2065,0.914127295
LA,resid urban,2065,0.522164962
LD,resid urban,2065,0.856717817
MH,resid urban,2065,0.749064852
ML,resid urban,2065,0.35703188
MN,resid urban,2065,0.660862109
MP,resid urban,2065,0.471624261
MZ,resid urban,2065,0.805807241
NL,resid urban,2065,0.586045159
OD,resid urban,2065,0.417095304
PB,resid urban,2065,0.650284841
PC,resid urban,2065,0.88486088
RJ,resid urban,2065,0.440752754
SK,resid urban,2065,0.344720436
TN,resid urban,2065,0.753100293
TR,resid urban,2065,0.648161724
TS,resid urban,2065,0.630166115
UK,resid urban,2065,0.610298759
UP,resid urban,2065,0.452481879
WB,resid urban,2065,0.629253418
AN,resid urban,2070,0.554321922
AP,resid urban,2070,0.655456923
AR,resid urban,2070,0.470343331
AS,resid urban,2070,0.380004501
BR,resid urban,2070,0.385282784
CG,resid urban,2070,0.469752535
CH,resid urban,2070,0.981384494
DD,resid urban,2070,0.923133286
DL,resid urban,2070,0.991197928
DN,resid urban,2070,0.822822342
GA,resid urban,2070,0.920063495
GJ,resid urban,2070,0.732737808
HP,resid urban,2070,0.393200044
HR,resid urban,2070,0.655772798
JH,resid urban,2070,0.598524828
JK,resid urban,2070,0.529495747
KA,resid urban,2070,0.682597226
KL,resid urban,2070,0.922314404
LA,resid urban,2070,0.546688372
LD,resid urban,2070,0.859305982
MH,resid urban,2070,0.76077776
ML,resid urban,2070,0.382657294
MN,resid urban,2070,0.684015388
MP,resid urban,2070,0.495776768
MZ,resid urban,2070,0.814946443
NL,resid urban,2070,0.614638799
OD,resid urban,2070,0.442205751
PB,resid urban,2070,0.6717188
PC,resid urban,2070,0.891582903
RJ,resid urban,2070,0.463090118
SK,resid urban,2070,0.369462215
TN,resid urban,2070,0.769800251
TR,resid urban,2070,0.672618039
TS,resid urban,2070,0.655456769
UK,resid urban,2070,0.635709541
UP,resid urban,2070,0.47959398
WB,resid urban,2070,0.654191307
AN,resid urban,2075,0.577667725
AP,resid urban,2075,0.681762622
AR,resid urban,2075,0.498415489
AS,resid urban,2075,0.406571027
BR,resid urban,2075,0.413642358
CG,resid urban,2075,0.498638703
CH,resid urban,2075,0.982484253
DD,resid urban,2075,0.930303714
DL,resid urban,2075,0.991498008
DN,resid urban,2075,0.832559307
GA,resid urban,2075,0.92514887
GJ,resid urban,2075,0.753285846
HP,resid urban,2075,0.420713679
HR,resid urban,2075,0.682173336
JH,resid urban,2075,0.629221838
JK,resid urban,2075,0.554580923
KA,resid urban,2075,0.702635004
KL,resid urban,2075,0.930574838
LA,resid urban,2075,0.572363521
LD,resid urban,2075,0.861901967
MH,resid urban,2075,0.772673819
ML,resid urban,2075,0.410121933
MN,resid urban,2075,0.707979843
MP,resid urban,2075,0.521166158
MZ,resid urban,2075,0.824189299
NL,resid urban,2075,0.644627547
OD,resid urban,2075,0.468827925
PB,resid urban,2075,0.69385924
PC,resid urban,2075,0.898355991
RJ,resid urban,2075,0.486559541
SK,resid urban,2075,0.395979797
TN,resid urban,2075,0.78650021
TR,resid urban,2075,0.697997135
TS,resid urban,2075,0.681762422
UK,resid urban,2075,0.662178341
UP,resid urban,2075,0.508330601
WB,resid urban,2075,0.680117507
AN,resid urban,2080,0.601996758
AP,resid urban,2080,0.709124057
AR,resid urban,2080,0.528163117
AS,resid urban,2080,0.434994847
BR,resid urban,2080,0.444089399
CG,resid urban,2080,0.529301149
CH,resid urban,2080,0.983585245
DD,resid urban,2080,0.937529838
DL,resid urban,2080,0.99179818
DN,resid urban,2080,0.842411496
GA,resid urban,2080,0.930262352
GJ,resid urban,2080,0.774410108
HP,resid urban,2080,0.450152544
HR,resid urban,2080,0.709636725
JH,resid urban,2080,0.66149323
JK,resid urban,2080,0.580854524
KA,resid urban,2080,0.723260995
KL,resid urban,2080,0.938909254
LA,resid urban,2080,0.5992445
LD,resid urban,2080,0.864505793
MH,resid urban,2080,0.784755894
ML,resid urban,2080,0.439557804
MN,resid urban,2080,0.732783891
MP,resid urban,2080,0.547855772
MZ,resid urban,2080,0.833536984
NL,resid urban,2080,0.676079471
OD,resid urban,2080,0.497052837
PB,resid urban,2080,0.716729449
PC,resid urban,2080,0.905180532
RJ,resid urban,2080,0.511218394
SK,resid urban,2080,0.424400639
TN,resid urban,2080,0.803200168
TR,resid urban,2080,0.724333829
TS,resid urban,2080,0.709123807
UK,resid urban,2080,0.689749214
UP,resid urban,2080,0.538789082
WB,resid urban,2080,0.707071186
AN,resid urban,2085,0.627350432
AP,resid urban,2085,0.737583599
AR,resid urban,2085,0.559686214
AS,resid urban,2085,0.465405808
BR,resid urban,2085,0.476777561
CG,resid urban,2085,0.561849099
CH,resid urban,2085,0.984687471
DD,resid urban,2085,0.944812091
DL,resid urban,2085,0.992098442
DN,resid urban,2085,0.852380272
GA,resid urban,2085,0.935404097
GJ,resid urban,2085,0.796126755
HP,resid urban,2085,0.481651353
HR,resid urban,2085,0.738205754
JH,resid urban,2085,0.69541975
JK,resid urban,2085,0.608372852
KA,resid urban,2085,0.744492467
KL,resid urban,2085,0.947318315
LA,resid urban,2085,0.62738794
LD,resid urban,2085,0.867117486
MH,resid urban,2085,0.797026892
ML,resid urban,2085,0.47110639
MN,resid urban,2085,0.758456948
MP,resid urban,2085,0.575912197
MZ,resid urban,2085,0.842990687
NL,resid urban,2085,0.709065961
OD,resid urban,2085,0.526976978
PB,resid urban,2085,0.74035348
PC,resid urban,2085,0.912056917
RJ,resid urban,2085,0.53712696
SK,resid urban,2085,0.454861342
TN,resid urban,2085,0.819900126
TR,resid urban,2085,0.751664255
TS,resid urban,2085,0.737583296
UK,resid urban,2085,0.718468044
UP,resid urban,2085,0.571072593
WB,resid urban,2085,0.735093064
AN,resid urban,2090,0.653771901
AP,resid urban,2090,0.767185319
AR,resid urban,2090,0.593090749
AS,resid urban,2090,0.497942831
BR,resid urban,2090,0.511871806
CG,resid urban,2090,0.596398498
CH,resid urban,2090,0.985790932
DD,resid urban,2090,0.952150909
DL,resid urban,2090,0.992398796
DN,resid urban,2090,0.862467014
GA,resid urban,2090,0.940574262
GJ,resid urban,2090,0.818452398
HP,resid urban,2090,0.515354248
HR,resid urban,2090,0.767924933
JH,resid urban,2090,0.731086286
JK,resid urban,2090,0.637194878
KA,resid urban,2090,0.766347192
KL,resid urban,2090,0.955802689
LA,resid urban,2090,0.656853134
LD,resid urban,2090,0.869737069
MH,resid urban,2090,0.809489768
ML,resid urban,2090,0.504919327
MN,resid urban,2090,0.785029459
MP,resid urban,2090,0.605405429
MZ,resid urban,2090,0.852551611
NL,resid urban,2090,0.743661891
OD,resid urban,2090,0.558702646
PB,resid urban,2090,0.76475618
PC,resid urban,2090,0.91898554
RJ,resid urban,2090,0.564348572
SK,resid urban,2090,0.487508315
TN,resid urban,2090,0.836600084
TR,resid urban,2090,0.780025908
TS,resid urban,2090,0.767184958
UK,resid urban,2090,0.74838263
UP,resid urban,2090,0.605290489
WB,resid urban,2090,0.764225474
AN,resid urban,2095,0.681306135
AP,resid urban,2095,0.797975055
AR,resid urban,2095,0.628489012
AS,resid urban,2095,0.532754553
BR,resid urban,2095,0.549549238
CG,resid urban,2095,0.633072419
CH,resid urban,2095,0.986895629
DD,resid urban,2095,0.959546731
DL,resid urban,2095,0.99269924
DN,resid urban,2095,0.87267312
GA,resid urban,2095,0.945773003
GJ,resid urban,2095,0.841404115
HP,resid urban,2095,0.551415457
HR,resid urban,2095,0.798840567
JH,resid urban,2095,0.768582079
JK,resid urban,2095,0.667382364
KA,resid urban,2095,0.788843468
KL,resid urban,2095,0.96436305
LA,resid urban,2095,0.687702157
LD,resid urban,2095,0.872364566
MH,resid urban,2095,0.822147523
ML,resid urban,2095,0.541159135
MN,resid urban,2095,0.812532938
MP,resid urban,2095,0.636409048
MZ,resid urban,2095,0.862220972
NL,resid urban,2095,0.779945784
OD,resid urban,2095,0.592338299
PB,resid urban,2095,0.789963214
PC,resid urban,2095,0.925966797
RJ,resid urban,2095,0.592949777
SK,resid urban,2095,0.522498475
TN,resid urban,2095,0.853300042
TR,resid urban,2095,0.809457697
TS,resid urban,2095,0.797974633
UK,resid urban,2095,0.779542758
UP,resid urban,2095,0.641558674
WB,resid urban,2095,0.794512429
AN,resid urban,2100,0.71
AP,resid urban,2100,0.830000487
AR,resid urban,2100,0.666
AS,resid urban,2100,0.57
BR,resid urban,2100,0.59
CG,resid urban,2100,0.672001504
CH,resid urban,2100,0.988001564
DD,resid urban,2100,0.967
DL,resid urban,2100,0.992999775
DN,resid urban,2100,0.883
GA,resid urban,2100,0.951000479
GJ,resid urban,2100,0.864999463
HP,resid urban,2100,0.59
HR,resid urban,2100,0.831000823
JH,resid urban,2100,0.808000949
JK,resid urban,2100,0.699
KA,resid urban,2100,0.812000126
KL,resid urban,2100,0.973000081
LA,resid urban,2100,0.72
LD,resid urban,2100,0.875
MH,resid urban,2100,0.835003203
ML,resid urban,2100,0.58
MN,resid urban,2100,0.841
MP,resid urban,2100,0.669000404
MZ,resid urban,2100,0.872
NL,resid urban,2100,0.818
OD,resid urban,2100,0.627998923
PB,resid urban,2100,0.816001094
PC,resid urban,2100,0.933001089
RJ,resid urban,2100,0.623000491
SK,resid urban,2100,0.56
TN,resid urban,2100,0.87
TR,resid urban,2100,0.84
TS,resid urban,2100,0.83
UK,resid urban,2100,0.812000288
UP,resid urban,2100,0.68
WB,resid urban,2100,0.825999684
