INPUT_TABLE,,,,,,,,,
Variable ID,,,,,,,,,
IndiaTranTechInterp_new,,,,,,,,,
,,,,,,,,,
region,supplysector,tranSubsector,tranTechnology,apply.to,from.year,to.year,from.value,to-value,interpolation.function
AN,trn_freight,Freight Rail,Electric,share-weight,2020,2100,1,1,fixed
AR,trn_freight,Freight Rail,Electric,share-weight,2020,2100,1,1,fixed
AS,trn_freight,Freight Rail,Electric,share-weight,2020,2100,1,1,fixed
CH,trn_freight,Freight Rail,Electric,share-weight,2020,2100,1,1,fixed
DD,trn_freight,Freight Rail,Electric,share-weight,2020,2100,1,1,fixed
DL,trn_freight,Freight Rail,Electric,share-weight,2020,2100,1,1,fixed
DN,trn_freight,Freight Rail,Electric,share-weight,2020,2100,1,1,fixed
GA,trn_freight,Freight Rail,Electric,share-weight,2020,2100,1,1,fixed
JK,trn_freight,Freight Rail,Electric,share-weight,2020,2100,1,1,fixed
LA,trn_freight,Freight Rail,Electric,share-weight,2020,2100,1,1,fixed
LD,trn_freight,Freight Rail,Electric,share-weight,2020,2100,1,1,fixed
ML,trn_freight,Freight Rail,Electric,share-weight,2020,2100,1,1,fixed
MN,trn_freight,Freight Rail,Electric,share-weight,2020,2100,1,1,fixed
MZ,trn_freight,Freight Rail,Electric,share-weight,2020,2100,1,1,fixed
NL,trn_freight,Freight Rail,Electric,share-weight,2020,2100,1,1,fixed
SK,trn_freight,Freight Rail,Electric,share-weight,2020,2100,1,1,fixed
TR,trn_freight,Freight Rail,Electric,share-weight,2020,2100,1,1,fixed
TS,trn_freight,Freight Rail,Electric,share-weight,2020,2100,1,1,fixed
AN,trn_pass,Passenger Rail,Electric,share-weight,2020,2100,1,1,fixed
AR,trn_pass,Passenger Rail,Electric,share-weight,2020,2100,1,1,fixed
AS,trn_pass,Passenger Rail,Electric,share-weight,2020,2100,1,1,fixed
CH,trn_pass,Passenger Rail,Electric,share-weight,2020,2100,1,1,fixed
DD,trn_pass,Passenger Rail,Electric,share-weight,2020,2100,1,1,fixed
DL,trn_pass,Passenger Rail,Electric,share-weight,2020,2100,1,1,fixed
DN,trn_pass,Passenger Rail,Electric,share-weight,2020,2100,1,1,fixed
GA,trn_pass,Passenger Rail,Electric,share-weight,2020,2100,1,1,fixed
JK,trn_pass,Passenger Rail,Electric,share-weight,2020,2100,1,1,fixed
LA,trn_pass,Passenger Rail,Electric,share-weight,2020,2100,1,1,fixed
LD,trn_pass,Passenger Rail,Electric,share-weight,2020,2100,1,1,fixed
ML,trn_pass,Passenger Rail,Electric,share-weight,2020,2100,1,1,fixed
MN,trn_pass,Passenger Rail,Electric,share-weight,2020,2100,1,1,fixed
MZ,trn_pass,Passenger Rail,Electric,share-weight,2020,2100,1,1,fixed
NL,trn_pass,Passenger Rail,Electric,share-weight,2020,2100,1,1,fixed
SK,trn_pass,Passenger Rail,Electric,share-weight,2020,2100,1,1,fixed
TR,trn_pass,Passenger Rail,Electric,share-weight,2020,2100,1,1,fixed
TS,trn_pass,Passenger Rail,Electric,share-weight,2020,2100,1,1,fixed
AN,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
AP,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
AR,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
AS,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
BR,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
CG,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
CH,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
DD,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
DL,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
DN,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
GA,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
GJ,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
HP,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
HR,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
JH,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
JK,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
KA,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
KL,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
LA,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
LD,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
MH,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
ML,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
MN,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
MP,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
MZ,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
NL,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
OD,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
PB,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
PC,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
RJ,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
SK,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
TN,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
TR,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
TS,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
UK,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
UP,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
WB,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2010,2015,0,0,fixed
AN,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
AP,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
AR,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
AS,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
BR,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
CG,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
CH,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
DD,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
DL,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
DN,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
GA,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
GJ,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
HP,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
HR,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
JH,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
JK,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
KA,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
KL,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
LA,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
LD,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
MH,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
ML,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
MN,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
MP,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
MZ,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
NL,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
OD,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
PB,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
PC,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
RJ,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
SK,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
TN,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
TR,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
TS,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
UK,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
UP,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
WB,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2015,2020,0.001,0.001,fixed
AN,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
AP,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
AR,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
AS,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
BR,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
CG,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
CH,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
DD,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
DL,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
DN,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
GA,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
GJ,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
HP,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
HR,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
JH,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
JK,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
KA,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
KL,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
LA,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
LD,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
MH,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
ML,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
MN,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
MP,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
MZ,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
NL,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
OD,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
PB,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
PC,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
RJ,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
SK,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
TN,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
TR,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
TS,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
UK,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
UP,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
WB,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2020,2025,0.005,0.005,fixed
AN,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
AP,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
AR,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
AS,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
BR,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
CG,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
CH,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
DD,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
DL,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
DN,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
GA,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
GJ,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
HP,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
HR,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
JH,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
JK,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
KA,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
KL,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
LA,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
LD,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
MH,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
ML,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
MN,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
MP,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
MZ,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
NL,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
OD,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
PB,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
PC,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
RJ,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
SK,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
TN,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
TR,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
TS,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
UK,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
UP,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
WB,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2025,2030,0.04,0.04,fixed
AN,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
AP,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
AR,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
AS,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
BR,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
CG,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
CH,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
DD,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
DL,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
DN,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
GA,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
GJ,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
HP,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
HR,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
JH,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
JK,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
KA,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
KL,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
LA,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
LD,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
MH,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
ML,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
MN,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
MP,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
MZ,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
NL,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
OD,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
PB,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
PC,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
RJ,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
SK,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
TN,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
TR,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
TS,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
UK,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
UP,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
WB,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2030,2050,0.04,1,linear
AN,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
AP,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
AR,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
AS,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
BR,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
CG,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
CH,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
DD,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
DL,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
DN,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
GA,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
GJ,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
HP,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
HR,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
JH,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
JK,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
KA,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
KL,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
LA,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
LD,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
MH,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
ML,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
MN,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
MP,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
MZ,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
NL,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
OD,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
PB,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
PC,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
RJ,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
SK,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
TN,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
TR,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
TS,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
UK,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
UP,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
WB,trn_pass_road_LDV,LDV_3W,Electric,share-weight,2050,2100,1,1,fixed
AN,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
AP,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
AR,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
AS,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
BR,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
CG,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
CH,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
DD,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
DL,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
DN,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
GA,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
GJ,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
HP,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
HR,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
JH,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
JK,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
KA,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
KL,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
LA,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
LD,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
MH,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
ML,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
MN,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
MP,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
MZ,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
NL,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
OD,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
PB,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
PC,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
RJ,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
SK,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
TN,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
TR,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
TS,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
UK,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
UP,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
WB,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2010,2015,0,0,fixed
AN,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2015,2020,0.1,0.1,fixed
AP,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2015,2020,0.1,0.1,fixed
AR,trn_pass_road_LDV_4W,LDV_4W,Electric,share-weight,2015,2020,0.1,0.1,fixed
